domain,label,feat_suspicious,feat_length,feat_entropy,feat_faketld,feat_brand_pos,feat_pop_keywords,feat_similar,feat_minus
natwest-secureapp.com,1,0,0.14423076923076922,0.5865571825911191,0.0,0.0,0.2,0.03571428571428571,0.125
pubgrewardset.com,1,0,0.10576923076923077,0.6367858766634642,0.0,0.0,0.0,0.14285714285714285,0.0
long.developerstatss.ga,1,1,0.1634615384615385,0.5552233720826356,0.0,0.0,0.0,0.10714285714285714,0.0
confrimedapp.dqussgjgop.com,1,0,0.20192307692307693,0.6695761879939115,0.0,0.0,0.0,0.21428571428571427,0.0
dienshop.store,1,0,0.07692307692307694,0.490431134657352,0.0,0.0,0.0,0.07142857142857142,0.0
cpcalendars.cash-app-redirect.com,1,0,0.25961538461538464,0.6130750267588443,0.0,0.0,0.0,0.10714285714285714,0.25
stop-spoofing.lthezqu.cn,1,0,0.17307692307692307,0.6732695972300122,0.0,0.0,0.0,0.03571428571428571,0.125
rokutanm-rrbrb.net,1,0,0.11538461538461538,0.49456274916084886,0.0,0.0,0.0,0.14285714285714285,0.125
report-03657579.bnrc.bz,1,0,0.1634615384615385,0.6729066695558346,0.0,0.0,0.0,0.03571428571428571,0.125
docsx-manager.com,1,0,0.10576923076923077,0.5640408738773144,0.0,0.0,0.0,0.0,0.125
scslywvheqgy.clariasherd.com,1,0,0.21153846153846156,0.6725104639013353,0.0,0.0,0.0,0.14285714285714285,0.0
thekingdsd65.agilecrm.com,0,0,0.1826923076923077,0.708415824495134,0.0,0.0,0.0,0.21428571428571427,0.0
c31e.sepehrms.com,1,0,0.10576923076923077,0.47756729772913653,0.0,0.0,0.0,0.07142857142857142,0.0
mee-prod-useraccesscontrolmanager.ws.macmillaneducation.com,0,0,0.5096153846153846,0.6710540970193586,0.0,0.0,0.0,0.21428571428571427,0.25
fibreflexhq5.com,1,0,0.09615384615384616,0.6051987543099573,0.0,0.0,0.0,0.0,0.0
lizac1.sg-host.com,0,0,0.11538461538461538,0.5976181697745613,0.0,0.0,0.0,0.10714285714285714,0.125
sqkz3.shoofgoal.com,1,0,0.125,0.5638782400937086,0.0,0.0,0.0,0.14285714285714285,0.0
log-inappsbde46424gr.decorationaquariumes.com,1,0,0.375,0.7794574963191743,0.0,0.0,0.0,0.10714285714285714,0.125
update.espfdsk.com,0,0,0.11538461538461538,0.5632663629033239,0.0,0.0,0.2,0.10714285714285714,0.0
03847c8d.alwaysu.guru,1,0,0.14423076923076922,0.6454459943703834,0.0,0.0,0.0,0.0,0.0
aameme1.site,1,0,0.057692307692307696,0.32861507410401003,0.0,0.0,0.0,0.0,0.0
opc1.canteenpoper.com,1,0,0.14423076923076922,0.46488314390015506,0.0,0.0,0.0,0.10714285714285714,0.0
sah4.tempbigh.com,1,0,0.10576923076923077,0.6004133752703893,0.0,0.0,0.0,0.25,0.0
jkavk.bemobtrcks.com,0,0,0.13461538461538464,0.5539339548016866,0.0,0.0,0.0,0.07142857142857142,0.0
miwhwuywhgqia.com,1,0,0.10576923076923077,0.5139397991222114,0.0,0.0,0.0,0.0,0.0
afvwa-llc.com.lapangdada.com,1,0,0.21153846153846156,0.5370883260486639,0.5,0.0,0.0,0.3214285714285714,0.125
cmoa.1.staging.cloud.seek.com.au,0,0,0.25,0.6073780140472129,0.0,0.0,0.0,0.07142857142857142,0.0
mail.rbsunab.com,1,0,0.09615384615384616,0.5279071888496729,0.0,0.0,0.0,0.2857142857142857,0.0
znsa.svcoding.com,1,0,0.10576923076923077,0.5276683724842393,0.0,0.0,0.0,0.0,0.0
tujuhmalam.com,1,0,0.07692307692307694,0.4295941153118702,0.0,0.0,0.0,0.10714285714285714,0.0
facebook-profile.terms-customers.com,1,0,0.28846153846153844,0.6437424225913295,0.0,0.019230769230769232,0.0,0.03571428571428571,0.25
readbookhqs.netlify.com,0,0,0.1634615384615385,0.7266747150934236,0.5,0.0,0.0,0.39285714285714285,0.0
amazon-prime-casuotpijatenak.com,1,0,0.25,0.652352256560905,0.0,0.019230769230769232,0.0,0.03571428571428571,0.25
j996324v.beget.tech,0,1,0.125,0.5841385967530663,0.0,0.0,0.0,0.17857142857142855,0.0
eawork-71.gq,1,1,0.057692307692307696,0.5541747275943079,0.0,0.0,0.0,0.14285714285714285,0.125
infortel.jumpseller.com,0,0,0.1634615384615385,0.6089914176202247,0.0,0.0,0.0,0.25,0.0
ingame-stuff.com,1,0,0.09615384615384616,0.6051987543099573,0.0,0.0,0.0,0.25,0.125
hf3z.parlakli.com,1,0,0.10576923076923077,0.6004133752703893,0.0,0.0,0.0,0.10714285714285714,0.0
cpcalendars.iieu9fetp439f.org,1,0,0.22115384615384615,0.7264832007653577,0.0,0.0,0.0,0.03571428571428571,0.0
akm8.leovirals.com,1,0,0.11538461538461538,0.5632663629033239,0.0,0.0,0.0,0.10714285714285714,0.0
dc-0bf8c04303aa.toppost24.com,1,0,0.22115384615384615,0.6677440096731684,0.0,0.0,0.0,0.10714285714285714,0.125
s22319.pcdn.co,0,0,0.07692307692307694,0.490431134657352,0.0,0.0,0.0,0.03571428571428571,0.0
apache2-bongo.greenleaf.dreamhost.com,0,0,0.2980769230769231,0.6857093802098977,0.0,0.0,0.0,0.07142857142857142,0.125
ameswcox.com,1,0,0.057692307692307696,0.3995915966737391,0.0,0.0,0.0,0.10714285714285714,0.0
w2-5.ccdeexam.com,1,0,0.10576923076923077,0.5139397991222114,0.0,0.0,0.0,0.17857142857142855,0.125
shk.f5ds1jkkk4d.info,1,1,0.13461538461538464,0.5346866159752965,0.0,0.0,0.0,0.03571428571428571,0.0
mcdvoice.digital,1,0,0.09615384615384616,0.5133205796525184,0.0,0.0,0.0,0.03571428571428571,0.0
securlty3.tk,1,1,0.057692307692307696,0.5026470172874515,0.0,0.0,0.0,0.0,0.0
m1x3r.tempbigh.com,1,0,0.11538461538461538,0.6190041018038837,0.0,0.0,0.0,0.14285714285714285,0.0
gj9z.leovirals.com,1,0,0.11538461538461538,0.6319699766457989,0.0,0.0,0.0,0.10714285714285714,0.0
covid19healthbot.cdc.gov,0,0,0.17307692307692307,0.6120174807917196,0.0,0.0,0.0,0.17857142857142855,0.0
takarastandard.sakura.ne.jp,0,0,0.20192307692307693,0.46745605967114146,0.0,0.0,0.0,0.03571428571428571,0.0
aha.video,0,0,0.02884615384615384,0.3571555216758988,0.0,0.0,0.0,0.14285714285714285,0.0
betaalmethode.site,1,0,0.11538461538461538,0.48159687431893383,0.0,0.0,0.0,0.3571428571428571,0.0
jwq1.bicharter.com,1,0,0.11538461538461538,0.6319699766457989,0.0,0.0,0.0,0.07142857142857142,0.0
knowbe4.com,0,0,0.04807692307692309,0.4591527664273414,0.0,0.0,0.0,0.03571428571428571,0.0
www.co.jp.signin-amzon.link,1,0,0.20192307692307693,0.6008725742514365,0.0,0.0,0.0,0.2857142857142857,0.125
www.fieldengineer.com,0,0,0.14423076923076922,0.5276683708118548,0.0,0.0,0.0,0.07142857142857142,0.0
potlachebactericidal.com,1,0,0.17307692307692307,0.5702141766162996,0.0,0.0,0.0,0.03571428571428571,0.0
forum1.netgear.com,0,0,0.11538461538461538,0.5632663629033239,0.0,0.0,0.0,0.0,0.0
url7502.swipe.io,0,0,0.09615384615384616,0.6051987543099573,0.0,0.0,0.0,0.07142857142857142,0.0
z70-f.svcoding.com,1,0,0.11538461538461538,0.6319699766457989,0.0,0.0,0.0,0.0,0.125
elizabeth4363.xyz,1,1,0.10576923076923077,0.6004133752703893,0.0,0.0,0.0,0.0,0.0
netflix-dhl.com,1,0,0.08653846153846155,0.6124818650267876,0.0,0.019230769230769232,0.0,0.07142857142857142,0.125
00c1ae44.incredibles.guru,1,0,0.1826923076923077,0.649613792714373,0.0,0.0,0.0,0.0,0.0
u906131q.beget.tech,0,1,0.125,0.5841385967530663,0.0,0.0,0.0,0.17857142857142855,0.0
device-case.club,1,1,0.09615384615384616,0.4987339704553637,0.0,0.0,0.0,0.03571428571428571,0.125
image02.seesaawiki.jp,0,0,0.14423076923076922,0.5348855626867755,0.0,0.0,0.0,0.17857142857142855,0.0
in-g.me,1,0,0.009615384615384623,0.3137646993195593,0.0,0.0,0.0,0.10714285714285714,0.125
andnolikeandtoo.ru,1,0,0.11538461538461538,0.502982806348256,0.0,0.13461538461538464,0.0,0.3214285714285714,0.0
lisegreen.biz,1,0,0.0673076923076923,0.4292315166009768,0.0,0.0,0.0,0.14285714285714285,0.0
binglee.com.au,0,0,0.07692307692307694,0.5345977434918003,0.0,0.019230769230769232,0.0,0.21428571428571427,0.0
case-12262805.wavesofdesign.gr,1,0,0.23076923076923078,0.7540319632932801,0.0,0.0,0.0,0.07142857142857142,0.125
fcxd.addroits.com,1,0,0.10576923076923077,0.5139397991222114,0.0,0.0,0.0,0.0,0.0
z9drd8c236.z9drd8c236.z9drd8c236.z9drd8c236.z9drd8c236.ltchealthcare.co.uk.z9drd8c236.z9drd8c236.servvr4.tk,1,1,0.9711538461538463,0.6770669286798578,0.0,0.0,0.0,0.0,0.0
0102868a.cbdsuppy.guru,1,0,0.15384615384615385,0.6452864900010431,0.0,0.0,0.0,0.10714285714285714,0.0
www.way2themes.com,0,0,0.11538461538461538,0.49456274916084886,0.0,0.0,0.0,0.0,0.0
correaslift.ml,1,1,0.07692307692307694,0.5345977434918003,0.0,0.0,0.0,0.10714285714285714,0.0
timesofisrael.com,0,0,0.10576923076923077,0.5276683724842393,0.0,0.0,0.0,0.07142857142857142,0.0
clickfunnels.com,0,0,0.09615384615384616,0.5133205796525184,0.0,0.0,0.0,0.10714285714285714,0.0
bbistrovanton.com,1,0,0.10576923076923077,0.5139397991222114,0.0,0.0,0.0,0.0,0.0
cesindonesia.com,1,0,0.09615384615384616,0.45061562338938876,0.0,0.0,0.0,0.07142857142857142,0.0
mikkiload.com,1,0,0.0673076923076923,0.39962022609883807,0.0,0.0,0.0,0.0,0.0
csgo-really.xyz,1,1,0.08653846153846155,0.5712596967813026,0.0,0.0,0.0,0.07142857142857142,0.125
2cnjuh34jbhub.com,1,0,0.10576923076923077,0.5276683724842393,0.0,0.0,0.0,0.0,0.0
verify-remove-newpayee.com,1,0,0.1923076923076923,0.5719236374507322,0.0,0.0,0.2,0.17857142857142855,0.25
www.halifax.secure-id986.com,1,0,0.21153846153846156,0.7387603771530074,0.0,0.09615384615384616,0.2,0.03571428571428571,0.125
koooragoal.com,0,0,0.07692307692307694,0.3223851275547345,0.0,0.019230769230769232,0.0,0.14285714285714285,0.0
ec.bepelettroedil.it,1,0,0.13461538461538464,0.43630174982985415,0.0,0.0,0.0,0.2857142857142857,0.0
www.jessicamiller.kjjjjj.ca,1,0,0.20192307692307693,0.491979922805583,0.0,0.0,0.0,0.0,0.0
r4d1x.sepehrms.com,1,0,0.11538461538461538,0.5632663629033239,0.0,0.0,0.0,0.07142857142857142,0.0
newmore.composereputationes.com,1,0,0.24038461538461536,0.5588828276023399,0.0,0.0,0.0,0.2857142857142857,0.0
flowperfectadvantage.monster,1,0,0.21153846153846156,0.6504271594841111,0.0,0.0,0.0,0.0,0.0
mkamal.fke.utm.my,0,0,0.10576923076923077,0.4048222949429864,0.0,0.0,0.0,0.17857142857142855,0.0
unakrenson.com,1,0,0.07692307692307694,0.47376072414631865,0.0,0.0,0.0,0.42857142857142855,0.0
lobch.f5ds1jkkk4d.info,1,1,0.15384615384615385,0.6452864900010431,0.0,0.0,0.0,0.03571428571428571,0.0
www.wfasdwedfs.com,1,0,0.11538461538461538,0.39821210606338364,0.0,0.0,0.0,0.0,0.0
tza4j.ccdeexam.com,1,0,0.11538461538461538,0.5159486811901712,0.0,0.0,0.0,0.17857142857142855,0.0
mail.halisecure.co.uk,1,0,0.14423076923076922,0.5571127767014872,0.0,0.0,0.2,0.03571428571428571,0.0
vernerfonbraun.pw,1,1,0.10576923076923077,0.5002112257601836,0.0,0.0,0.0,0.07142857142857142,0.0
futureofwork.ca.gov,0,0,0.125,0.5515947797171574,0.0,0.0,0.0,0.03571428571428571,0.0
5wells5s.com,1,0,0.057692307692307696,0.3995915966737391,0.0,0.0,0.0,0.0,0.0
alwadifa-mag.com,0,0,0.09615384615384616,0.48926140611953084,0.0,0.0,0.0,0.14285714285714285,0.125
n19bq.shoofgoal.com,1,0,0.125,0.5964220571296179,0.0,0.0,0.0,0.14285714285714285,0.0
www.sigua02.cc,1,1,0.07692307692307694,0.4295941153118702,0.0,0.0,0.0,0.0,0.0
nn-r.svcoding.com,1,0,0.10576923076923077,0.5139397991222114,0.0,0.0,0.0,0.03571428571428571,0.125
www.fullingenieriagt.com,1,0,0.17307692307692307,0.6120174807917196,0.0,0.0,0.0,0.07142857142857142,0.0
www.account-verify.monster,1,0,0.1923076923076923,0.6760280929077929,0.0,0.0,0.4,0.03571428571428571,0.125
secure08a-chase-verify-user.ml,1,1,0.23076923076923078,0.6343883250665738,0.0,0.21153846153846156,0.4,0.17857142857142855,0.375
coronavirus.york.ac.uk,0,0,0.15384615384615385,0.5116455086811322,0.0,0.0,0.0,0.03571428571428571,0.0
nation4wide.com,1,0,0.08653846153846155,0.5300375285358174,0.0,0.0,0.0,0.0,0.0
mycsgoa.com,1,0,0.04807692307692309,0.34672867121238216,0.0,0.0,0.0,0.10714285714285714,0.0
1765gemini.org,1,0,0.07692307692307694,0.5345977434918003,0.0,0.0,0.0,0.03571428571428571,0.0
storage.ning.com,0,0,0.09615384615384616,0.5279071888496729,0.0,0.0,0.0,0.14285714285714285,0.0
www.demo.coronavirusstat.ru,0,0,0.20192307692307693,0.6064859457097078,0.0,0.0,0.0,0.21428571428571427,0.0
poczta-24.net,1,0,0.0673076923076923,0.5423123469485938,0.0,0.0,0.0,0.0,0.125
pf0j7.svcoding.com,1,0,0.11538461538461538,0.6319699766457989,0.0,0.0,0.0,0.0,0.0
tt-yz.moonntree.com,1,0,0.125,0.47422368526878755,0.0,0.0,0.0,0.07142857142857142,0.125
www.alesyaotel.com,1,0,0.11538461538461538,0.4815968743189336,0.0,0.0,0.0,0.2857142857142857,0.0
bnqzjy.cn,1,0,0.02884615384615384,0.3571555216758988,0.0,0.0,0.0,0.0,0.0
1nkd9.bemobtrcks.com,0,0,0.13461538461538464,0.596519868343524,0.0,0.0,0.0,0.07142857142857142,0.0
jmreedplrneeebpl.com,1,0,0.13461538461538464,0.47888766337169164,0.0,0.0,0.0,0.0,0.0
www.confirm-payee-ref8920.com,1,0,0.22115384615384615,0.6971136052192632,0.0,0.0,0.2,0.0,0.25
mail.kresslep.com,1,0,0.10576923076923077,0.5276683724842393,0.0,0.0,0.0,0.03571428571428571,0.0
tcbbpandemiuygulamasi02.com,1,0,0.20192307692307693,0.7153785971555617,0.0,0.0,0.0,0.0,0.0
wildcard.creditvalue.ca,1,0,0.1634615384615385,0.5181921429158203,0.0,0.07692307692307693,0.0,0.03571428571428571,0.0
poqoniex.com,1,0,0.057692307692307696,0.43167049471772256,0.0,0.0,0.0,0.17857142857142855,0.0
zxcadwa.com,1,0,0.04807692307692309,0.4029407188198617,0.0,0.0,0.0,0.03571428571428571,0.0
barogasa.xyz,1,1,0.057692307692307696,0.43167049471772256,0.0,0.0,0.0,0.2857142857142857,0.0
wp.coronavirusstat.ru,0,0,0.14423076923076922,0.5571127767014872,0.0,0.0,0.0,0.03571428571428571,0.0
reja.leovirals.com,1,0,0.11538461538461538,0.5289145560320863,0.0,0.0,0.0,0.14285714285714285,0.0
da-30.addroits.com,1,0,0.11538461538461538,0.5503004880614086,0.0,0.0,0.0,0.07142857142857142,0.125
hmrcgov-taxrebate.com,1,0,0.14423076923076922,0.5976707895984752,0.5,0.0,0.0,0.10714285714285714,0.125
fxumpf.fxumpf.adventureredundancyes.com,1,0,0.3173076923076923,0.659589316669603,0.0,0.0,0.0,0.25,0.0
iforgot.appleid.verify.me-locator.info,1,1,0.3076923076923077,0.6625323563991019,0.0,0.17307692307692307,0.2,0.25,0.125
onlineswissconfch.com,1,0,0.14423076923076922,0.4943275497897872,0.0,0.057692307692307696,0.2,0.07142857142857142,0.0
djarm.sepehrms.com,1,0,0.11538461538461538,0.515948681190171,0.0,0.0,0.0,0.21428571428571427,0.0
dashboard.moovly.com,0,0,0.13461538461538464,0.5346866159752965,0.0,0.0,0.0,0.17857142857142855,0.0
lju98.winaccesssecuredexxr.xyz,1,1,0.23076923076923078,0.6715876268023102,0.0,0.0,0.0,0.21428571428571427,0.0
idea1li332-apartament01casas-pt309444.xyz,1,1,0.33653846153846156,0.7721123005022774,0.0,0.0,0.0,0.0,0.25
bc.postech.ac.kr,1,0,0.09615384615384616,0.4987339704553637,0.0,0.07692307692307693,0.0,0.14285714285714285,0.0
vkwic.verify.account.amznwjd.optus-recovery.com,1,0,0.3942307692307692,0.7586750211614774,0.0,0.7692307692307693,0.4,0.10714285714285714,0.125
6ct3ae0rmoe12g2gsqyc.monster,1,0,0.21153846153846156,0.7029289735740762,0.0,0.0,0.0,0.0,0.0
data.typeracer.com,0,0,0.11538461538461538,0.4815968743189336,0.0,0.0,0.0,0.3214285714285714,0.0
ns2.mycuringsupply.ru,1,0,0.14423076923076922,0.5571127767014872,0.0,0.0,0.0,0.0,0.0
0106f703.cbdsuppy.guru,1,0,0.15384615384615385,0.6346780469485671,0.0,0.0,0.0,0.10714285714285714,0.0
newupdateonline.com,1,0,0.125,0.5718551363765154,0.0,0.23076923076923078,0.4,0.21428571428571427,0.0
015456a4.incredibles.guru,1,0,0.1826923076923077,0.708415824495134,0.0,0.0,0.0,0.0,0.0
dk9d.leovirals.com,1,0,0.11538461538461538,0.5976181697745613,0.0,0.0,0.0,0.10714285714285714,0.0
www.argentina.gob.ar,0,0,0.13461538461538464,0.46876212771801185,0.0,0.0,0.0,0.0,0.0
depositmobi.com,1,0,0.08653846153846155,0.47325631048003447,0.0,0.0,0.0,0.0,0.0
c-ab.addroits.com,1,0,0.10576923076923077,0.5276683724842393,0.0,0.0,0.0,0.07142857142857142,0.125
rokutanm-qpbtds.org,1,0,0.125,0.6615096912014362,0.0,0.0,0.0,0.14285714285714285,0.125
www.soompi.com,0,0,0.07692307692307694,0.32459048713194005,0.0,0.0,0.0,0.14285714285714285,0.0
k-7zr.jaysbrand.com,1,0,0.125,0.6615096912014362,0.0,0.0,0.0,0.07142857142857142,0.125
f5ds1jkkk4d.info,1,1,0.09615384615384616,0.5133205796525184,0.0,0.0,0.0,0.0,0.0
mitchell8276525.xyz,1,1,0.125,0.661509691201436,0.0,0.0,0.0,0.0,0.0
a1ak.sepehrms.com,1,0,0.10576923076923077,0.5276683724842393,0.0,0.0,0.0,0.10714285714285714,0.0
koenig-media.raywenderlich.com,0,0,0.23076923076923078,0.6665355924898659,0.0,0.0,0.0,0.17857142857142855,0.125
icloud.com-imaps.us,1,0,0.125,0.5313344230577992,0.5,0.0,0.0,0.25,0.125
ojkdnz.com,1,0,0.038461538461538464,0.4110201112388415,0.0,0.0,0.0,0.0,0.0
034959b2.cbdsuppy.guru,1,0,0.15384615384615385,0.6452864900010431,0.0,0.0,0.0,0.10714285714285714,0.0
hassansouth.com,1,0,0.08653846153846155,0.4320341422345494,0.0,0.0,0.0,0.03571428571428571,0.0
au.nextdoor.com,0,0,0.08653846153846155,0.5144784787255194,0.0,0.0,0.0,0.39285714285714285,0.0
b16r.addroits.com,1,0,0.10576923076923077,0.5640408738773144,0.0,0.0,0.0,0.0,0.0
rakuten.co.jp.cardloan.top,1,1,0.1923076923076923,0.5719236374507324,0.0,0.019230769230769232,0.0,0.17857142857142855,0.0
blacktiesports.net,0,0,0.11538461538461538,0.5846522949326463,0.0,0.0,0.0,0.0,0.0
securefiles.top,1,1,0.08653846153846155,0.5144784787255194,0.0,0.0,0.2,0.03571428571428571,0.0
amazon-maill.cc,1,1,0.08653846153846155,0.4320341422345497,0.0,0.019230769230769232,0.0,0.03571428571428571,0.125
cmsjs.eastmoney.com,0,0,0.125,0.4742236852687878,0.0,0.0,0.0,0.14285714285714285,0.0
vvvvvv.amozon.co.jp-a9baaa7739a2b6d3e596335723b856a435a431db.ph,1,0,0.5480769230769231,0.753097149797928,0.0,0.1923076923076923,0.0,0.25,0.125
wkshz.tempbigh.com,1,0,0.11538461538461538,0.6319699766457989,0.0,0.0,0.0,0.14285714285714285,0.0
www.liulian999.top,1,1,0.11538461538461538,0.4686309994770186,0.0,0.0,0.0,0.0,0.0
www.lkiiuygffdeertgv.ga,1,1,0.1634615384615385,0.6089914176202249,0.0,0.0,0.0,0.0,0.0
74379.bodis.com,0,0,0.08653846153846155,0.5300375285358176,0.0,0.0,0.0,0.07142857142857142,0.0
www.tickets-telus.com,1,0,0.14423076923076922,0.5459991696941311,0.0,0.0,0.0,0.0,0.125
lnstagram-securty.com,1,0,0.14423076923076922,0.6271151954881071,0.0,0.0,0.0,0.17857142857142855,0.125
appie.xyre.cn,1,0,0.0673076923076923,0.44718426638208997,0.0,0.0,0.0,0.21428571428571427,0.0
user-id37712919.com,1,0,0.125,0.661509691201436,0.0,0.0,0.0,0.10714285714285714,0.125
riaadka.ramunba.net,1,0,0.125,0.4725986834750575,0.0,0.0,0.0,0.3571428571428571,0.0
amazoonj.buzz,1,1,0.0673076923076923,0.38166747631772513,0.0,0.0,0.0,0.14285714285714285,0.0
shoutouts.pornonlyfans.com,1,0,0.1923076923076923,0.5765654065004417,0.0,0.2884615384615385,0.0,0.10714285714285714,0.0
ig-helpcopyright.site,1,0,0.14423076923076922,0.5865571825911189,0.0,0.0,0.0,0.14285714285714285,0.125
mail.oix-pay.com,1,0,0.09615384615384616,0.48926140611953084,0.0,0.0,0.0,0.03571428571428571,0.125
www.easeus.com,0,0,0.07692307692307694,0.38542750647742197,0.0,0.0,0.0,0.07142857142857142,0.0
doinworks.com,1,0,0.0673076923076923,0.4767955568842286,0.0,0.0,0.0,0.03571428571428571,0.0
halifax.secure-245.com,1,0,0.15384615384615385,0.7121069806609983,0.0,0.019230769230769232,0.2,0.03571428571428571,0.125
3iy0z.bemobtrk.com,0,0,0.11538461538461538,0.5976181697745613,0.0,0.0,0.0,0.10714285714285714,0.0
denisegomez.com,1,0,0.08653846153846155,0.47325631048003447,0.0,0.13461538461538464,0.0,0.07142857142857142,0.0
tbjuzgffvwfcnyezew.top,1,1,0.15384615384615385,0.6452864900010431,0.0,0.0,0.0,0.0,0.0
absafgser.ml,1,1,0.057692307692307696,0.4511193069805952,0.0,0.019230769230769232,0.0,0.39285714285714285,0.0
www.square-enix.com-kj.uno,1,0,0.1923076923076923,0.6670517180172362,0.5,0.0,0.0,0.17857142857142855,0.25
dodreams.co,1,0,0.04807692307692309,0.4029407188198617,0.0,0.0,0.0,0.03571428571428571,0.0
rakuten-co-jp-account.monster,1,0,0.22115384615384615,0.6090048185809789,0.0,0.019230769230769232,0.2,0.07142857142857142,0.375
instagramcopyrightabout.com,1,0,0.20192307692307693,0.6380310668518099,0.0,0.019230769230769232,0.0,0.03571428571428571,0.0
qz3e.tempbigh.com,1,0,0.10576923076923077,0.6004133752703893,0.0,0.0,0.0,0.14285714285714285,0.0
sonchinhhang.info,1,1,0.10576923076923077,0.4048222949429864,0.0,0.0,0.0,0.39285714285714285,0.0
w62nm.tempbigh.com,1,0,0.11538461538461538,0.6190041018038837,0.0,0.0,0.0,0.14285714285714285,0.0
bmo-mobile.app.link,0,0,0.125,0.5313344230577992,0.0,0.0,0.0,0.07142857142857142,0.125
www.halifax.authenticatepayee.com,1,0,0.25961538461538464,0.6318123759613377,0.0,0.09615384615384616,0.2,0.03571428571428571,0.0
case-93836180.wavesofdesign.gr,1,0,0.23076923076923078,0.7618114881984293,0.0,0.0,0.0,0.07142857142857142,0.125
yfe.sepehrms.com,1,0,0.09615384615384616,0.47467479692237613,0.0,0.0,0.0,0.07142857142857142,0.0
xml-amazonprimeshipxpcon.cvcscontactstore.com,1,0,0.375,0.67039529827591,0.0,0.09615384615384616,0.0,0.25,0.125
blog.virustotal.com,0,0,0.125,0.5841385967530663,0.0,0.11538461538461539,0.0,0.03571428571428571,0.0
secure-onlinesecure-halifax-mobile-app.app,1,0,0.34615384615384615,0.6637767932526601,0.0,0.40384615384615385,0.4,0.14285714285714285,0.5
primo.infomoney.com.br,0,0,0.15384615384615385,0.49414792792986817,0.0,0.0,0.0,0.10714285714285714,0.0
significantbyte.com,1,0,0.125,0.5841385967530663,0.0,0.0,0.0,0.0,0.0
www.cancellation-payment.cc,1,1,0.20192307692307693,0.5693274531093349,0.0,0.0,0.0,0.0,0.125
verify-login.link,1,0,0.10576923076923077,0.5503123005152866,0.0,0.0,0.4,0.03571428571428571,0.125
payee-secure-form.com,1,0,0.14423076923076922,0.5387819778192109,0.0,0.0,0.4,0.07142857142857142,0.25
therefiles24.top,1,1,0.09615384615384616,0.5519663623826605,0.0,0.0,0.0,0.07142857142857142,0.0
bghui.storeyourstreams.xyz,1,1,0.1923076923076923,0.6432696978756101,0.0,0.0,0.0,0.25,0.0
instagramaccount.myaccountss.ir,1,0,0.24038461538461536,0.5559856998213217,0.0,0.019230769230769232,0.2,0.21428571428571427,0.0
bcpzonsegura.vup-pe.com,1,0,0.1634615384615385,0.6460226467870398,0.0,0.0,0.0,0.10714285714285714,0.125
vvvvvv.amazan.co.jp-c163358b6b1a5093f8b9e1c7574af32f22708d71.ph,1,0,0.5480769230769231,0.8244118393537376,0.0,0.0,0.0,0.25,0.125
my3-help-uk.com,1,0,0.08653846153846155,0.5712596967813024,0.0,0.0,0.0,0.10714285714285714,0.25
bq7f.awaykart.com,1,0,0.10576923076923077,0.5866848019083613,0.0,0.0,0.0,0.14285714285714285,0.0
1gm2.pc6.com,0,0,0.057692307692307696,0.3995915966737391,0.0,0.0,0.0,0.0,0.0
s14635.pcdn.co,0,0,0.07692307692307694,0.5345977434918003,0.0,0.0,0.0,0.03571428571428571,0.0
ns1.companysbenefits.online,1,1,0.20192307692307693,0.6053424259289348,0.0,0.46153846153846156,0.0,0.0,0.0
thenoticesave.newforakuten.club,1,1,0.24038461538461536,0.667138421139331,0.0,0.38461538461538464,0.0,0.3571428571428571,0.0
inthesetimes.com,0,0,0.09615384615384616,0.43602901419223405,0.0,0.0,0.0,0.21428571428571427,0.0
tvnow.de,0,0,0.019230769230769232,0.3733240579291044,0.0,0.0,0.0,0.03571428571428571,0.0
www.qissmi.com,0,0,0.07692307692307694,0.34126089764297407,0.0,0.0,0.0,0.03571428571428571,0.0
remove-a-payee.net,1,0,0.11538461538461538,0.46691571980585866,0.0,0.0,0.0,0.0,0.25
thepolicylab.brown.edu,0,0,0.15384615384615385,0.6840009568572589,0.0,0.0,0.0,0.03571428571428571,0.0
057d4f0c.cbdsuppy.guru,1,0,0.15384615384615385,0.6171804661973035,0.0,0.0,0.0,0.10714285714285714,0.0
report-48765412.bnrc.bz,1,0,0.1634615384615385,0.6997906923246286,0.0,0.0,0.0,0.03571428571428571,0.125
mastergamenameper.club,1,1,0.15384615384615385,0.5503599755373476,0.0,0.0,0.0,0.46428571428571425,0.0
ptjtnr.com,1,0,0.038461538461538464,0.4110201112388415,0.0,0.0,0.0,0.0,0.0
flaneur.pk,1,0,0.038461538461538464,0.4728533636070691,0.0,0.0,0.0,0.0,0.0
co.jp.us8rpr.cn,1,0,0.08653846153846155,0.4320341422345494,0.0,0.0,0.0,0.03571428571428571,0.0
p91qc.svcoding.com,1,0,0.11538461538461538,0.5846522949326463,0.0,0.0,0.0,0.0,0.0
signin-account-onhold-amz.com,1,0,0.22115384615384615,0.6118263605734322,0.0,0.0,0.2,0.42857142857142855,0.375
official-binomo.com,1,0,0.125,0.45396332860942956,0.0,0.0,0.0,0.3571428571428571,0.125
mail.id-fr.us,1,0,0.0673076923076923,0.494748306665342,0.0,0.0,0.0,0.10714285714285714,0.125
www.pratcc.cf,1,1,0.0673076923076923,0.3161506862533596,0.0,0.0,0.0,0.0,0.0
